2019-11-19 11:38:28,736 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@136a3a: startup date [Tue Nov 19 11:38:28 CET 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2019-11-19 11:38:30,087 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\mauri\Desktop\apache-activemq-5.15.10\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-11-19 11:38:30,259 | INFO  | PListStore:[C:\Users\mauri\Desktop\apache-activemq-5.15.10\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2019-11-19 11:38:30,415 | INFO  | Apache ActiveMQ 5.15.10 (localhost, ID:Bloom-55503-1574159910274-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-11-19 11:38:30,446 | INFO  | Listening for connections at: tcp://Bloom:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-11-19 11:38:30,462 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-11-19 11:38:30,462 | INFO  | Listening for connections at: amqp://Bloom:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-11-19 11:38:30,462 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-11-19 11:38:30,462 | INFO  | Listening for connections at: stomp://Bloom:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-11-19 11:38:30,462 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-11-19 11:38:30,477 | INFO  | Listening for connections at: mqtt://Bloom:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-11-19 11:38:30,477 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-11-19 11:38:30,477 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-11-19 11:38:30,602 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-11-19 11:38:30,712 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@124ca7d{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2019-11-19 11:38:30,810 | INFO  | Listening for connections at ws://Bloom:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2019-11-19 11:38:30,810 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-11-19 11:38:30,810 | INFO  | Apache ActiveMQ 5.15.10 (localhost, ID:Bloom-55503-1574159910274-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-11-19 11:38:30,810 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-11-19 11:38:30,810 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: C:\Users\mauri\Desktop\apache-activemq-5.15.10\bin\win64\..\..\data\kahadb only has 17724 mb of usable space. - resetting to maximum available disk space: 17724 mb | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-11-19 11:38:30,810 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: C:\Users\mauri\Desktop\apache-activemq-5.15.10\bin\win64\..\..\data only has 17724 mb of usable space. - resetting to maximum available disk space: 17724 mb | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-11-19 11:38:31,825 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2019-11-19 11:38:31,825 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2019-11-19 11:42:15,222 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@1011302: startup date [Tue Nov 19 11:42:15 CET 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2019-11-19 11:42:16,164 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\mauri\Desktop\apache-activemq-5.15.10\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-11-19 11:42:16,239 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovering pageFile free list due to prior unclean shutdown.. | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2019-11-19 11:42:16,246 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2019-11-19 11:42:16,254 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovered pageFile free list of size: 0 | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2019-11-19 11:42:16,301 | INFO  | PListStore:[C:\Users\mauri\Desktop\apache-activemq-5.15.10\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2019-11-19 11:42:16,458 | INFO  | Apache ActiveMQ 5.15.10 (localhost, ID:Bloom-55639-1574160136315-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-11-19 11:42:16,485 | INFO  | Listening for connections at: tcp://Bloom:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-11-19 11:42:16,489 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-11-19 11:42:16,495 | INFO  | Listening for connections at: amqp://Bloom:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-11-19 11:42:16,497 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-11-19 11:42:16,501 | INFO  | Listening for connections at: stomp://Bloom:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-11-19 11:42:16,503 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-11-19 11:42:16,507 | INFO  | Listening for connections at: mqtt://Bloom:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-11-19 11:42:16,508 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-11-19 11:42:16,518 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-11-19 11:42:16,640 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-11-19 11:42:16,749 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@113a408{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2019-11-19 11:42:16,830 | INFO  | Listening for connections at ws://Bloom:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
